nodes,topology,mode,traffic,offered_mflit_s_per_port,metric,value,value_unit,eligibility,source_file,source_design,source_case,source_run_id
64,Mesh,Hotspot10,Hotspot10,231.618737,delivered_throughput,225.911651,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m300_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,231.756155,delivered_throughput,225.127929,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m340_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,272.212544,delivered_throughput,237.211455,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m360_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,283.16419,delivered_throughput,234.765767,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m380_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,286.172161,delivered_throughput,232.045559,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m400_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,305.892717,delivered_throughput,231.652555,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m420_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,327.568134,delivered_throughput,233.523323,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m440_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,331.60017,delivered_throughput,233.824544,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m460_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,345.227574,delivered_throughput,227.394498,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m500_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,359.691529,delivered_throughput,226.166839,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m480_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
